tiempo,yaw1,pitch1,roll1,yaw2,pitch2,roll2,yaw3,pitch3,roll3,yaw4,pitch4,roll4,yaw5,pitch5,roll5,yaw6,pitch6,roll6,yaw7,pitch7,roll7
192.086,0.40,0.00,-0.20, 0.60,-0.04,-4.52, 1.00,-0.06,-1.24, 2.85,0.42,0.36, -0.39,-0.13,1.38, -0.48,0.06,2.35, -0.59,0.08,0.14
192.097,0.40,0.00,-0.20, 0.68,-0.17,-4.55, 1.00,-0.06,-1.24, 2.85,0.42,0.36, -0.39,-0.13,1.38, -0.48,0.06,2.35, -0.59,0.08,0.14
192.108,0.40,0.00,-0.20, 0.68,-0.17,-4.55, 1.00,-0.06,-1.24, 2.85,0.42,0.36, -0.39,-0.13,1.38, -0.48,0.06,2.35, -0.59,0.08,0.14
192.119,0.40,0.00,-0.20, 0.68,-0.17,-4.55, 1.00,-0.06,-1.24, 2.85,0.42,0.36, -0.39,-0.13,1.38, -0.48,0.06,2.35, -0.59,0.08,0.14
192.129,0.40,0.00,-0.20, 0.68,-0.17,-4.55, 1.00,-0.06,-1.24, 2.85,0.42,0.36, -0.39,-0.13,1.38, -0.48,0.06,2.35, -0.59,0.08,0.14
192.14,0.40,0.00,-0.20, 0.68,-0.17,-4.55, 1.00,-0.06,-1.24, 2.85,0.42,0.36, -0.39,-0.13,1.38, -0.48,0.06,2.35, -0.62,0.04,0.23
192.149,0.40,0.00,-0.20, 0.68,-0.17,-4.55, 1.00,-0.06,-1.24, 2.85,0.42,0.36, -0.42,-0.08,1.22, -0.48,0.06,2.35, -0.62,0.04,0.23
192.16,0.40,0.00,-0.20, 0.68,-0.17,-4.55, 1.00,-0.06,-1.24, 2.85,0.42,0.36, -0.42,-0.08,1.22, -0.48,0.06,2.35, -0.62,0.04,0.23
192.171,0.40,0.00,-0.20, 0.68,-0.17,-4.55, 1.00,-0.06,-1.24, 2.85,0.42,0.36, -0.42,-0.08,1.22, -0.64,0.11,2.72, -0.62,0.04,0.23
192.182,0.40,0.00,-0.20, 0.68,-0.17,-4.55, 1.00,-0.06,-1.24, 2.85,0.42,0.36, -0.42,-0.08,1.22, -0.64,0.11,2.72, -0.62,0.04,0.23
192.193,0.40,0.00,-0.20, 0.68,-0.17,-4.55, 1.00,-0.06,-1.24, 2.85,0.42,0.36, -0.42,-0.08,1.22, -0.64,0.11,2.72, -0.61,0.01,0.19
192.203,0.40,0.00,-0.20, 0.68,-0.17,-4.55, 1.07,-0.13,-0.72, 2.85,0.42,0.36, -0.42,-0.08,1.22, -0.64,0.11,2.72, -0.61,0.01,0.19
192.213,0.40,0.00,-0.20, 0.68,-0.17,-4.55, 1.07,-0.13,-0.72, 3.36,0.19,-0.34, -0.42,-0.08,1.22, -0.64,0.11,2.72, -0.61,0.01,0.19
192.223,0.41,-0.03,-0.29, 0.68,-0.17,-4.55, 1.07,-0.13,-0.72, 3.36,0.19,-0.34, -0.42,-0.08,1.22, -0.64,0.11,2.72, -0.61,0.01,0.19
192.234,0.41,-0.03,-0.29, 0.68,-0.17,-4.55, 1.07,-0.13,-0.72, 3.36,0.19,-0.34, -0.42,-0.08,1.22, -0.64,0.11,2.72, -0.61,0.01,0.19
192.245,0.41,-0.03,-0.29, 0.68,-0.17,-4.55, 1.07,-0.13,-0.72, 3.36,0.19,-0.34, -0.42,-0.08,1.22, -0.64,0.11,2.72, -0.61,0.01,0.19
192.256,0.41,-0.03,-0.29, 0.68,-0.17,-4.55, 1.07,-0.13,-0.72, 3.36,0.19,-0.34, -0.42,-0.08,1.22, -0.64,0.11,2.72, -0.61,0.01,0.19
192.267,0.41,-0.03,-0.29, 0.68,-0.17,-4.55, 1.07,-0.13,-0.72, 3.36,0.19,-0.34, -0.66,-0.11,1.40, -0.64,0.11,2.72, -0.61,0.01,0.19
192.278,0.41,-0.03,-0.29, 0.68,-0.17,-4.55, 1.07,-0.13,-0.72, 3.36,0.19,-0.34, -0.66,-0.11,1.40, -0.64,0.11,2.72, -0.62,-0.02,0.17
192.289,0.41,-0.03,-0.29, 1.03,-0.43,-5.50, 1.07,-0.13,-0.72, 3.36,0.19,-0.34, -0.66,-0.11,1.40, -0.64,0.11,2.72, -0.62,-0.02,0.17
192.3,0.41,-0.03,-0.29, 1.03,-0.43,-5.50, 1.07,-0.13,-0.72, 3.36,0.19,-0.34, -0.66,-0.11,1.40, -1.01,0.10,4.05, -0.62,-0.02,0.17
192.31,0.41,-0.03,-0.29, 1.03,-0.43,-5.50, 1.07,-0.13,-0.72, 3.36,0.19,-0.34, -0.66,-0.11,1.40, -1.01,0.10,4.05, -0.62,-0.02,0.17
192.322,0.41,-0.03,-0.29, 1.03,-0.43,-5.50, 1.07,-0.13,-0.72, 2.86,0.05,-0.72, -0.66,-0.11,1.40, -1.01,0.10,4.05, -0.62,-0.02,0.17
192.332,0.41,-0.03,-0.29, 1.03,-0.43,-5.50, 1.07,-0.13,-0.72, 2.86,0.05,-0.72, -0.66,-0.11,1.40, -1.01,0.10,4.05, -0.62,-0.02,0.17
192.343,0.41,-0.03,-0.29, 1.03,-0.43,-5.50, 1.07,-0.13,-0.72, 2.86,0.05,-0.72, -0.66,-0.11,1.40, -1.01,0.10,4.05, -0.62,-0.02,0.17
192.353,0.41,-0.03,-0.29, 1.38,-0.72,-6.17, 1.07,-0.13,-0.72, 2.86,0.05,-0.72, -0.66,-0.11,1.40, -1.01,0.10,4.05, -0.62,-0.02,0.17
192.364,0.41,-0.03,-0.29, 1.38,-0.72,-6.17, 1.30,-0.17,-0.99, 2.86,0.05,-0.72, -0.66,-0.11,1.40, -1.01,0.10,4.05, -0.62,-0.02,0.17
192.375,0.41,-0.03,-0.29, 1.38,-0.72,-6.17, 1.30,-0.17,-0.99, 2.86,0.05,-0.72, -0.66,-0.11,1.40, -1.01,0.10,4.05, -0.62,-0.02,0.17
192.386,0.41,-0.03,-0.29, 1.38,-0.72,-6.17, 1.30,-0.17,-0.99, 2.86,0.05,-0.72, -0.66,-0.11,1.40, -1.01,0.10,4.05, -0.64,0.01,0.21
192.397,0.41,-0.03,-0.29, 1.38,-0.72,-6.17, 1.30,-0.17,-0.99, 2.86,0.05,-0.72, -0.66,-0.11,1.40, -1.01,0.10,4.05, -0.64,0.01,0.21
192.407,0.41,-0.03,-0.29, 1.38,-0.72,-6.17, 1.30,-0.17,-0.99, 2.86,0.05,-0.72, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.64,0.01,0.21
192.418,0.41,-0.03,-0.29, 1.38,-0.72,-6.17, 1.30,-0.17,-0.99, 2.86,0.05,-0.72, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.64,0.01,0.21
192.429,0.41,-0.03,-0.29, 1.38,-0.72,-6.17, 1.30,-0.17,-0.99, 1.85,0.17,0.14, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.64,0.01,0.21
192.44,0.41,-0.03,-0.29, 1.38,-0.72,-6.17, 1.30,-0.17,-0.99, 1.85,0.17,0.14, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.64,0.01,0.21
192.451,0.41,-0.03,-0.29, 1.38,-0.72,-6.17, 1.30,-0.17,-0.99, 1.85,0.17,0.14, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.64,0.01,0.21
192.459,0.40,-0.03,-0.54, 1.38,-0.72,-6.17, 1.30,-0.17,-0.99, 1.85,0.17,0.14, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.64,0.01,0.21
192.47,0.40,-0.03,-0.54, 1.50,-0.76,-6.76, 1.30,-0.17,-0.99, 1.85,0.17,0.14, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.64,0.01,0.21
192.481,0.40,-0.03,-0.54, 1.50,-0.76,-6.76, 1.30,-0.17,-0.99, 1.85,0.17,0.14, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.64,0.01,0.21
192.492,0.40,-0.03,-0.54, 1.50,-0.76,-6.76, 1.30,-0.17,-0.99, 1.85,0.17,0.14, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.65,0.02,0.25
192.503,0.40,-0.03,-0.54, 1.50,-0.76,-6.76, 1.30,-0.17,-0.99, 1.85,0.17,0.14, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.65,0.02,0.25
192.514,0.40,-0.03,-0.54, 1.50,-0.76,-6.76, 1.30,-0.17,-0.99, 0.30,0.06,-0.19, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.65,0.02,0.25
192.525,0.40,-0.03,-0.54, 1.50,-0.76,-6.76, 1.30,-0.17,-0.99, 0.30,0.06,-0.19, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.65,0.02,0.25
192.535,0.40,-0.03,-0.54, 1.50,-0.76,-6.76, 1.30,-0.17,-0.99, 0.30,0.06,-0.19, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.65,0.02,0.25
192.546,0.40,-0.03,-0.54, 1.50,-0.76,-6.76, 1.30,-0.17,-0.99, 0.30,0.06,-0.19, -0.66,-0.11,1.40, -1.05,0.11,4.26, -0.65,0.02,0.25
192.557,0.40,-0.03,-0.54, 1.50,-0.76,-6.76, 1.30,-0.17,-0.99, 0.30,0.06,-0.19, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.65,0.02,0.25
192.566,0.40,-0.03,-0.54, 1.50,-0.76,-6.76, 1.30,-0.17,-0.99, 0.30,0.06,-0.19, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.65,0.02,0.25
192.577,0.40,-0.03,-0.54, 1.50,-0.76,-6.76, 1.30,-0.17,-0.99, 0.30,0.06,-0.19, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.65,0.02,0.25
192.588,0.40,-0.03,-0.54, 1.50,-0.76,-6.76, 1.55,-0.21,-1.27, 0.30,0.06,-0.19, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.65,0.02,0.25
192.599,0.40,-0.03,-0.54, 1.64,-0.87,-7.46, 1.55,-0.21,-1.27, 0.30,0.06,-0.19, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.65,0.02,0.25
192.61,0.40,-0.03,-0.54, 1.64,-0.87,-7.46, 1.55,-0.21,-1.27, 0.03,-0.06,-0.45, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.65,0.02,0.25
192.621,0.40,-0.03,-0.54, 1.64,-0.87,-7.46, 1.72,-0.33,-1.55, 0.03,-0.06,-0.45, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.65,0.02,0.25
192.632,0.38,-0.02,-0.43, 1.64,-0.87,-7.46, 1.72,-0.33,-1.55, 0.03,-0.06,-0.45, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.65,0.02,0.25
192.643,0.38,-0.02,-0.43, 1.64,-0.87,-7.46, 1.72,-0.33,-1.55, 0.03,-0.06,-0.45, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.65,0.02,0.25
192.653,0.38,-0.02,-0.43, 1.64,-0.87,-7.46, 1.72,-0.33,-1.55, 0.03,-0.06,-0.45, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.65,0.02,0.25
192.664,0.38,-0.02,-0.43, 1.64,-0.87,-7.46, 1.72,-0.33,-1.55, 0.03,-0.06,-0.45, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.66,0.02,0.21
192.675,0.38,-0.02,-0.43, 1.64,-0.87,-7.46, 1.72,-0.33,-1.55, 0.03,-0.06,-0.45, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.66,0.02,0.21
192.686,0.38,-0.02,-0.43, 1.64,-0.87,-7.46, 1.72,-0.33,-1.55, 0.03,-0.06,-0.45, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.66,0.02,0.21
192.697,0.38,-0.02,-0.43, 1.64,-0.87,-7.46, 1.72,-0.33,-1.55, 0.03,-0.06,-0.45, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.66,0.02,0.21
192.708,0.38,-0.02,-0.43, 1.64,-0.87,-7.46, 1.72,-0.33,-1.55, 0.03,-0.06,-0.45, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.66,0.02,0.21
192.717,0.38,-0.02,-0.43, 1.64,-0.87,-7.46, 1.72,-0.33,-1.55, -0.74,-0.01,0.03, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.66,0.02,0.21
192.728,0.38,-0.02,-0.43, 1.70,-1.06,-6.97, 1.72,-0.33,-1.55, -0.74,-0.01,0.03, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.66,0.02,0.21
192.739,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 1.72,-0.33,-1.55, -0.74,-0.01,0.03, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.66,0.02,0.21
192.75,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 1.72,-0.33,-1.55, -0.74,-0.01,0.03, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.66,0.02,0.21
192.761,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 1.72,-0.33,-1.55, -0.74,-0.01,0.03, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.772,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 1.72,-0.33,-1.55, -0.74,-0.01,0.03, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.783,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 1.72,-0.33,-1.55, -0.74,-0.01,0.03, -0.52,-0.03,1.82, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.794,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 1.72,-0.33,-1.55, -0.74,-0.01,0.03, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.805,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 1.72,-0.33,-1.55, -0.74,-0.01,0.03, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.816,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 1.94,-0.39,-1.76, -0.74,-0.01,0.03, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.827,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 1.94,-0.39,-1.76, -0.74,-0.01,0.03, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.837,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 1.94,-0.39,-1.76, -0.74,-0.01,0.03, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.848,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 2.11,-0.44,-1.98, -0.74,-0.01,0.03, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.859,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 2.11,-0.44,-1.98, -0.74,-0.01,0.03, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.87,0.37,-0.03,-0.49, 1.70,-1.06,-6.97, 2.11,-0.44,-1.98, -2.12,0.00,0.65, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.881,0.37,-0.03,-0.49, 1.72,-1.17,-6.59, 2.11,-0.44,-1.98, -2.12,0.00,0.65, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.89,0.37,-0.03,-0.49, 1.72,-1.17,-6.59, 2.11,-0.44,-1.98, -2.12,0.00,0.65, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.901,0.36,-0.03,-0.53, 1.72,-1.17,-6.59, 2.11,-0.44,-1.98, -2.12,0.00,0.65, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.912,0.36,-0.03,-0.53, 1.72,-1.17,-6.59, 2.11,-0.44,-1.98, -2.12,0.00,0.65, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.923,0.36,-0.03,-0.53, 1.72,-1.17,-6.59, 2.11,-0.44,-1.98, -2.12,0.00,0.65, -0.58,0.05,2.00, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.934,0.36,-0.03,-0.53, 1.72,-1.17,-6.59, 2.11,-0.44,-1.98, -2.12,0.00,0.65, -0.40,0.13,1.91, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.944,0.36,-0.03,-0.53, 1.72,-1.17,-6.59, 2.11,-0.44,-1.98, -2.12,0.00,0.65, -0.40,0.13,1.91, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.955,0.36,-0.03,-0.53, 1.72,-1.17,-6.59, 2.11,-0.44,-1.98, -2.12,0.00,0.65, -0.40,0.13,1.91, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.966,0.36,-0.03,-0.53, 1.62,-1.13,-6.17, 2.11,-0.44,-1.98, -2.12,0.00,0.65, -0.40,0.13,1.91, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.977,0.36,-0.03,-0.53, 1.62,-1.13,-6.17, 2.11,-0.44,-1.98, -2.50,0.03,0.81, -0.40,0.13,1.91, -1.05,0.11,4.26, -0.69,-0.01,0.17
192.988,0.36,-0.03,-0.53, 1.62,-1.13,-6.17, 2.11,-0.44,-1.98, -2.50,0.03,0.81, -0.40,0.13,1.91, -1.05,0.11,4.26, -0.73,0.05,0.23
192.997,0.36,0.01,-0.43, 1.62,-1.13,-6.17, 2.11,-0.44,-1.98, -2.50,0.03,0.81, -0.40,0.13,1.91, -1.05,0.11,4.26, -0.73,0.05,0.23
193.008,0.36,0.01,-0.43, 1.62,-1.13,-6.17, 2.08,-0.49,-2.01, -2.50,0.03,0.81, -0.40,0.13,1.91, -1.05,0.11,4.26, -0.73,0.05,0.23
193.019,0.36,0.01,-0.43, 1.62,-1.13,-6.17, 2.08,-0.49,-2.01, -2.50,0.03,0.81, -0.40,0.13,1.91, -1.05,0.11,4.26, -0.73,0.05,0.23
193.029,0.36,0.01,-0.43, 1.62,-1.13,-6.17, 2.08,-0.49,-2.01, -2.50,0.03,0.81, -0.40,0.13,1.91, -1.14,0.44,4.80, -0.73,0.05,0.23
193.04,0.36,0.01,-0.43, 1.62,-1.13,-6.17, 2.08,-0.49,-2.01, -2.50,0.03,0.81, -0.40,0.13,1.91, -1.14,0.44,4.80, -0.73,0.05,0.23
193.051,0.36,0.01,-0.43, 1.62,-1.13,-6.17, 2.08,-0.49,-2.01, -2.50,0.03,0.81, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.05,0.23
193.06,0.36,0.01,-0.43, 1.62,-1.13,-6.17, 2.08,-0.49,-2.01, -2.50,0.03,0.81, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.05,0.23
193.071,0.36,0.01,-0.43, 1.62,-1.13,-6.17, 2.08,-0.49,-2.01, -2.50,0.03,0.81, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.05,0.23
193.082,0.36,0.01,-0.43, 1.50,-1.05,-5.69, 2.08,-0.49,-2.01, -2.50,0.03,0.81, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.05,0.23
193.093,0.36,0.01,-0.43, 1.50,-1.05,-5.69, 2.08,-0.49,-2.01, -2.78,-0.05,0.69, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.05,0.23
193.104,0.36,0.01,-0.43, 1.50,-1.05,-5.69, 2.08,-0.49,-2.01, -2.78,-0.05,0.69, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.04,0.24
193.114,0.36,0.01,-0.43, 1.50,-1.05,-5.69, 2.06,-0.54,-2.09, -2.78,-0.05,0.69, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.04,0.24
193.125,0.36,0.01,-0.43, 1.50,-1.05,-5.69, 2.06,-0.54,-2.09, -2.78,-0.05,0.69, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.04,0.24
193.136,0.36,0.01,-0.43, 1.50,-1.05,-5.69, 2.06,-0.54,-2.09, -2.78,-0.05,0.69, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.04,0.24
193.145,0.36,0.01,-0.43, 1.36,-1.01,-5.47, 2.06,-0.54,-2.09, -2.78,-0.05,0.69, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.04,0.24
193.156,0.36,0.01,-0.43, 1.36,-1.01,-5.47, 2.06,-0.54,-2.09, -2.78,-0.05,0.69, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.04,0.24
193.167,0.36,0.01,-0.43, 1.36,-1.01,-5.47, 2.06,-0.54,-2.09, -2.78,-0.05,0.69, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.04,0.24
193.178,0.36,0.01,-0.43, 1.36,-1.01,-5.47, 2.06,-0.54,-2.09, -2.78,-0.05,0.69, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.04,0.24
193.189,0.36,0.01,-0.43, 1.36,-1.01,-5.47, 2.06,-0.54,-2.09, -2.78,-0.05,0.69, -0.30,0.17,1.72, -1.14,0.44,4.80, -0.73,0.04,0.24
193.2,0.36,0.01,-0.43, 1.36,-1.01,-5.47, 2.06,-0.54,-2.09, -2.78,-0.05,0.69, -0.30,0.17,1.72, -1.11,0.53,4.67, -0.73,0.04,0.24
193.21,0.36,0.01,-0.43, 1.36,-1.01,-5.47, 2.16,-0.70,-2.65, -2.78,-0.05,0.69, -0.30,0.17,1.72, -1.11,0.53,4.67, -0.73,0.04,0.24
193.221,0.36,0.01,-0.43, 1.36,-1.01,-5.47, 2.16,-0.70,-2.65, -2.78,-0.05,0.69, -0.30,0.22,1.54, -1.11,0.53,4.67, -0.73,0.04,0.24
193.231,0.36,0.01,-0.43, 1.36,-1.01,-5.47, 2.16,-0.70,-2.65, -2.78,-0.05,0.69, -0.30,0.22,1.54, -1.11,0.53,4.67, -0.75,0.05,0.21
193.242,0.29,0.10,0.18, 1.36,-1.01,-5.47, 2.16,-0.70,-2.65, -2.78,-0.05,0.69, -0.30,0.22,1.54, -1.11,0.53,4.67, -0.75,0.05,0.21
193.252,0.29,0.10,0.18, 1.36,-1.01,-5.47, 2.16,-0.70,-2.65, -3.23,-0.14,0.06, -0.30,0.22,1.54, -1.11,0.53,4.67, -0.75,0.05,0.21
193.263,0.29,0.10,0.18, 1.36,-1.01,-5.47, 2.16,-0.70,-2.65, -3.23,-0.14,0.06, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.05,0.21
193.273,0.29,0.10,0.18, 1.36,-1.01,-5.47, 2.16,-0.70,-2.65, -3.23,-0.14,0.06, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.05,0.21
193.284,0.29,0.10,0.18, 1.36,-1.01,-5.47, 2.16,-0.70,-2.65, -3.23,-0.14,0.06, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.05,0.21
193.293,0.29,0.10,0.18, 1.36,-1.01,-5.47, 2.16,-0.70,-2.65, -3.23,-0.14,0.06, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.05,0.21
193.304,0.29,0.10,0.18, 1.36,-1.01,-5.47, 2.16,-0.70,-2.65, -3.23,-0.14,0.06, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.05,0.21
193.315,0.29,0.10,0.18, 1.36,-1.01,-5.47, 2.16,-0.70,-2.65, -3.23,-0.14,0.06, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.05,0.21
193.326,0.29,0.10,0.18, 1.36,-1.01,-5.47, 2.24,-0.87,-3.39, -3.23,-0.14,0.06, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.05,0.21
193.337,0.29,0.10,0.18, 1.15,-0.97,-4.82, 2.24,-0.87,-3.39, -3.23,-0.14,0.06, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.05,0.21
193.347,0.29,0.10,0.18, 1.15,-0.97,-4.82, 2.24,-0.87,-3.39, -3.23,-0.14,0.06, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.05,0.21
193.358,0.29,0.10,0.18, 1.15,-0.97,-4.82, 2.24,-0.87,-3.39, -3.23,-0.14,0.06, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.05,0.21
193.367,0.29,0.10,0.18, 1.15,-0.97,-4.82, 2.24,-0.87,-3.39, -3.01,-0.15,0.19, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.05,0.21
193.378,0.29,0.10,0.18, 1.15,-0.97,-4.82, 2.24,-0.87,-3.39, -3.01,-0.15,0.19, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.73,0.15,-0.08
193.389,0.29,0.10,0.18, 1.15,-0.97,-4.82, 2.24,-0.87,-3.39, -3.01,-0.15,0.19, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.73,0.15,-0.08
193.4,0.29,0.10,0.18, 1.15,-0.97,-4.82, 2.24,-0.87,-3.39, -3.01,-0.15,0.19, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.73,0.15,-0.08
193.411,0.29,0.10,0.18, 1.15,-0.97,-4.82, 2.24,-0.87,-3.39, -3.01,-0.15,0.19, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.73,0.15,-0.08
193.422,0.29,0.10,0.18, 1.15,-0.97,-4.82, 2.34,-0.88,-3.68, -3.01,-0.15,0.19, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.73,0.15,-0.08
193.432,0.30,0.14,0.85, 1.15,-0.97,-4.82, 2.34,-0.88,-3.68, -3.01,-0.15,0.19, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.73,0.15,-0.08
193.443,0.30,0.14,0.85, 1.15,-0.97,-4.82, 2.34,-0.88,-3.68, -3.01,-0.15,0.19, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.73,0.15,-0.08
193.453,0.30,0.14,0.85, 1.15,-0.97,-4.82, 2.34,-0.88,-3.68, -3.01,-0.15,0.19, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.13,-0.14
193.463,0.30,0.14,0.85, 1.15,-0.97,-4.82, 2.34,-0.88,-3.68, -3.01,-0.15,0.19, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.13,-0.14
193.474,0.30,0.14,0.85, 1.15,-0.97,-4.82, 2.34,-0.88,-3.68, -4.17,-0.20,0.30, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.13,-0.14
193.485,0.30,0.14,0.85, 0.91,-0.93,-3.40, 2.34,-0.88,-3.68, -4.17,-0.20,0.30, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.13,-0.14
193.496,0.30,0.14,0.85, 0.91,-0.93,-3.40, 2.34,-0.88,-3.68, -4.17,-0.20,0.30, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.13,-0.14
193.507,0.30,0.14,0.85, 0.91,-0.93,-3.40, 2.34,-0.88,-3.68, -4.17,-0.20,0.30, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.13,-0.14
193.518,0.30,0.14,0.85, 0.91,-0.93,-3.40, 2.34,-0.88,-3.68, -4.17,-0.20,0.30, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.13,-0.14
193.528,0.30,0.14,0.85, 0.88,-1.05,-2.38, 2.34,-0.88,-3.68, -4.17,-0.20,0.30, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.13,-0.14
193.537,0.30,0.14,0.85, 0.88,-1.05,-2.38, 2.34,-0.88,-3.68, -4.17,-0.20,0.30, -0.44,0.22,2.08, -1.11,0.53,4.67, -0.75,0.13,-0.14
