tiempo,yaw1,pitch1,roll1,yaw2,pitch2,roll2,yaw3,pitch3,roll3,yaw4,pitch4,roll4,yaw5,pitch5,roll5,yaw6,pitch6,roll6,paso,dist
101.49,-0.98,0.06,-0.04,0.69,-0.06,-1.45,-0.44,-0.13,1.63,-0.51,-0.53,-0.43,-1.62,-0.16,1.48,-0.32,-0.20,1.61,5.00,64.00
101.499,-0.98,0.06,-0.04,0.69,-0.06,-1.45,-0.44,-0.13,1.63,-0.52,-0.53,-0.44,-1.62,-0.16,1.48,-0.32,-0.20,1.61,5.00,64.00
101.51,-0.98,0.06,-0.04,0.69,-0.06,-1.45,-0.44,-0.13,1.63,-0.52,-0.53,-0.44,-1.62,-0.16,1.48,-0.32,-0.20,1.61,5.00,65.00
101.521,-0.98,0.06,-0.04,0.69,-0.06,-1.45,-0.44,-0.13,1.63,-0.52,-0.53,-0.44,-1.62,-0.16,1.48,-0.32,-0.20,1.61,5.00,65.00
101.529,-0.98,0.06,-0.04,0.69,-0.08,-1.46,-0.44,-0.13,1.63,-0.52,-0.53,-0.44,-1.62,-0.16,1.48,-0.32,-0.20,1.61,5.00,65.00
101.54,-0.98,0.06,-0.04,0.69,-0.08,-1.46,-0.44,-0.13,1.63,-0.52,-0.53,-0.44,-1.62,-0.16,1.48,-0.32,-0.20,1.61,5.00,65.00
101.549,-0.98,0.06,-0.04,0.69,-0.08,-1.46,-0.44,-0.13,1.63,-0.52,-0.53,-0.44,-1.62,-0.16,1.48,-0.32,-0.20,1.61,5.00,65.00
101.559,-0.98,0.06,-0.04,0.69,-0.08,-1.46,-0.44,-0.13,1.63,-0.52,-0.53,-0.44,-1.62,-0.16,1.48,-0.33,-0.20,1.63,5.00,65.00
101.57,-0.98,0.06,-0.04,0.69,-0.08,-1.46,-0.44,-0.14,1.63,-0.52,-0.53,-0.44,-1.62,-0.16,1.48,-0.33,-0.20,1.63,5.00,65.00
101.579,-0.99,0.06,-0.02,0.69,-0.08,-1.46,-0.44,-0.14,1.63,-0.52,-0.53,-0.44,-1.62,-0.16,1.48,-0.33,-0.20,1.63,5.00,65.00
101.589,-0.99,0.06,-0.02,0.69,-0.08,-1.46,-0.44,-0.14,1.63,-0.52,-0.53,-0.44,-1.67,-0.11,1.48,-0.33,-0.20,1.63,5.00,65.00
101.6,-0.99,0.06,-0.02,0.69,-0.08,-1.46,-0.44,-0.14,1.63,-0.52,-0.53,-0.44,-1.67,-0.11,1.48,-0.33,-0.20,1.63,6.00,63.00
101.609,-0.99,0.06,-0.02,0.69,-0.08,-1.46,-0.44,-0.14,1.63,-0.52,-0.53,-0.44,-1.67,-0.11,1.48,-0.33,-0.20,1.63,6.00,63.00
101.62,-0.99,0.06,-0.02,0.69,-0.08,-1.46,-0.44,-0.14,1.63,-0.52,-0.53,-0.44,-1.67,-0.11,1.48,-0.33,-0.20,1.63,6.00,63.00
101.63,-0.99,0.06,-0.02,0.69,-0.06,-1.44,-0.44,-0.14,1.63,-0.52,-0.53,-0.44,-1.67,-0.11,1.48,-0.33,-0.20,1.63,6.00,63.00
101.639,-0.99,0.06,-0.02,0.69,-0.06,-1.44,-0.44,-0.14,1.63,-0.50,-0.53,-0.43,-1.67,-0.11,1.48,-0.33,-0.20,1.63,6.00,62.00
101.65,-0.99,0.06,-0.02,0.69,-0.06,-1.44,-0.44,-0.14,1.63,-0.50,-0.53,-0.43,-1.67,-0.11,1.48,-0.33,-0.20,1.63,6.00,62.00
101.66,-0.99,0.06,-0.02,0.69,-0.06,-1.44,-0.43,-0.20,1.66,-0.50,-0.53,-0.43,-1.67,-0.11,1.48,-0.33,-0.20,1.63,6.00,62.00
101.669,-0.99,0.06,-0.02,0.69,-0.06,-1.44,-0.43,-0.20,1.66,-0.50,-0.53,-0.43,-1.67,-0.11,1.48,-0.39,-0.21,1.64,6.00,62.00
101.68,-0.99,0.09,-0.02,0.69,-0.06,-1.44,-0.43,-0.20,1.66,-0.50,-0.53,-0.43,-1.67,-0.11,1.48,-0.39,-0.21,1.64,6.00,62.00
101.69,-0.99,0.09,-0.02,0.69,-0.06,-1.44,-0.43,-0.20,1.66,-0.50,-0.53,-0.43,-1.67,-0.11,1.48,-0.39,-0.21,1.64,6.00,62.00
101.699,-0.99,0.09,-0.02,0.69,-0.06,-1.44,-0.43,-0.20,1.66,-0.50,-0.53,-0.43,-1.67,-0.11,1.48,-0.39,-0.21,1.64,6.00,62.00
101.71,-0.99,0.09,-0.02,0.69,-0.06,-1.44,-0.43,-0.20,1.66,-0.50,-0.53,-0.43,-1.67,-0.11,1.48,-0.39,-0.21,1.64,6.00,62.00
101.72,-0.99,0.09,-0.02,0.69,-0.06,-1.44,-0.43,-0.20,1.66,-0.50,-0.53,-0.43,-1.67,-0.11,1.48,-0.39,-0.21,1.64,6.00,62.00
101.73,-0.99,0.09,-0.02,0.69,-0.06,-1.44,-0.43,-0.20,1.66,-0.50,-0.53,-0.43,-1.67,-0.11,1.48,-0.39,-0.21,1.64,6.00,61.00
101.74,-0.99,0.09,-0.02,0.69,-0.06,-1.44,-0.43,-0.20,1.66,-0.50,-0.53,-0.43,-1.67,-0.11,1.48,-0.39,-0.21,1.64,6.00,61.00
101.751,-0.99,0.09,-0.02,0.76,-0.07,-1.48,-0.43,-0.20,1.66,-0.50,-0.59,-0.45,-1.67,-0.11,1.48,-0.39,-0.21,1.64,6.00,61.00
101.76,-0.99,0.09,-0.02,0.76,-0.07,-1.48,-0.43,-0.20,1.66,-0.50,-0.59,-0.45,-1.67,-0.11,1.48,-0.39,-0.21,1.64,6.00,61.00
101.77,-0.99,0.09,-0.02,0.76,-0.07,-1.48,-0.53,-0.13,1.62,-0.50,-0.59,-0.45,-1.67,-0.11,1.48,-0.39,-0.21,1.64,6.00,61.00
101.781,-0.99,0.09,-0.02,0.76,-0.07,-1.48,-0.53,-0.13,1.62,-0.50,-0.59,-0.45,-1.67,-0.11,1.48,-0.42,-0.20,1.59,6.00,61.00
101.79,-0.99,0.12,-0.05,0.76,-0.07,-1.48,-0.53,-0.13,1.62,-0.50,-0.59,-0.45,-1.67,-0.11,1.48,-0.42,-0.20,1.59,6.00,61.00
101.8,-0.99,0.12,-0.05,0.76,-0.07,-1.48,-0.53,-0.13,1.62,-0.50,-0.59,-0.45,-1.67,-0.11,1.48,-0.42,-0.20,1.59,6.00,61.00
101.811,-0.99,0.12,-0.05,0.76,-0.07,-1.48,-0.53,-0.13,1.62,-0.50,-0.59,-0.45,-1.67,-0.11,1.48,-0.42,-0.20,1.59,6.00,61.00
101.82,-0.99,0.12,-0.05,0.76,-0.07,-1.48,-0.53,-0.13,1.62,-0.50,-0.59,-0.45,-1.67,-0.11,1.48,-0.42,-0.20,1.59,6.00,61.00
101.831,-0.99,0.12,-0.05,0.76,-0.07,-1.48,-0.53,-0.13,1.62,-0.50,-0.59,-0.45,-1.67,-0.11,1.48,-0.42,-0.20,1.59,6.00,61.00
101.841,-0.99,0.12,-0.05,0.76,-0.07,-1.48,-0.53,-0.13,1.62,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.42,-0.20,1.59,6.00,61.00
101.85,-0.99,0.12,-0.05,0.76,-0.07,-1.48,-0.53,-0.13,1.62,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.42,-0.20,1.59,6.00,61.00
101.861,-0.99,0.12,-0.05,0.74,-0.06,-1.49,-0.53,-0.13,1.62,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.42,-0.20,1.59,6.00,61.00
101.87,-0.99,0.12,-0.05,0.74,-0.06,-1.49,-0.53,-0.13,1.62,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.42,-0.20,1.59,6.00,61.00
101.88,-0.99,0.12,-0.05,0.74,-0.06,-1.49,-0.53,-0.13,1.62,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.42,-0.20,1.59,6.00,61.00
101.891,-0.99,0.12,-0.05,0.74,-0.06,-1.49,-0.53,-0.13,1.62,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
101.9,-0.99,0.12,-0.05,0.74,-0.06,-1.49,-0.53,-0.13,1.62,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
101.91,-0.99,0.10,-0.06,0.74,-0.06,-1.49,-0.53,-0.13,1.62,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
101.921,-0.99,0.10,-0.06,0.74,-0.06,-1.49,-0.53,-0.13,1.62,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
101.93,-0.99,0.10,-0.06,0.74,-0.06,-1.49,-0.53,-0.13,1.62,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
101.941,-0.99,0.10,-0.06,0.74,-0.06,-1.49,-0.51,-0.14,1.63,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
101.951,-0.99,0.10,-0.06,0.74,-0.06,-1.49,-0.51,-0.14,1.63,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
101.96,-0.99,0.10,-0.06,0.76,-0.10,-1.49,-0.51,-0.14,1.63,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
101.971,-0.99,0.10,-0.06,0.76,-0.10,-1.49,-0.51,-0.14,1.63,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
101.981,-0.99,0.10,-0.06,0.76,-0.10,-1.49,-0.51,-0.14,1.63,-0.49,-0.55,-0.48,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
101.99,-0.99,0.10,-0.06,0.76,-0.10,-1.49,-0.51,-0.14,1.63,-0.51,-0.60,-0.47,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
102.001,-0.99,0.10,-0.06,0.76,-0.10,-1.49,-0.51,-0.14,1.63,-0.51,-0.60,-0.47,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
102.011,-0.99,0.10,-0.06,0.76,-0.10,-1.49,-0.51,-0.14,1.63,-0.51,-0.60,-0.47,-1.67,-0.11,1.48,-0.38,-0.21,1.61,6.00,61.00
102.021,-0.99,0.10,-0.06,0.76,-0.10,-1.49,-0.51,-0.14,1.63,-0.51,-0.60,-0.47,-1.78,-0.10,1.43,-0.38,-0.21,1.61,6.00,62.00
102.031,-0.99,0.10,-0.06,0.76,-0.10,-1.49,-0.54,-0.12,1.59,-0.51,-0.60,-0.47,-1.78,-0.10,1.43,-0.42,-0.19,1.57,6.00,62.00
102.042,-0.99,0.10,-0.08,0.76,-0.10,-1.49,-0.54,-0.12,1.59,-0.51,-0.60,-0.47,-1.78,-0.10,1.43,-0.42,-0.19,1.57,6.00,62.00
102.051,-0.99,0.10,-0.08,0.76,-0.10,-1.49,-0.54,-0.12,1.59,-0.51,-0.60,-0.47,-1.78,-0.10,1.43,-0.42,-0.19,1.57,6.00,62.00
102.061,-0.99,0.10,-0.08,0.76,-0.10,-1.49,-0.54,-0.12,1.59,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.19,1.57,6.00,62.00
102.072,-0.99,0.10,-0.08,0.76,-0.10,-1.49,-0.54,-0.12,1.59,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.19,1.57,6.00,61.00
102.081,-0.99,0.10,-0.08,0.76,-0.09,-1.50,-0.54,-0.12,1.59,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.19,1.57,6.00,61.00
102.091,-0.99,0.10,-0.08,0.76,-0.09,-1.50,-0.54,-0.12,1.59,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.19,1.57,6.00,61.00
102.102,-0.99,0.10,-0.08,0.76,-0.09,-1.50,-0.54,-0.12,1.59,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.19,1.57,6.00,61.00
102.111,-0.99,0.10,-0.08,0.76,-0.09,-1.50,-0.54,-0.12,1.59,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.19,1.57,6.00,61.00
102.121,-0.99,0.10,-0.08,0.76,-0.09,-1.50,-0.54,-0.12,1.59,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.20,1.58,6.00,62.00
102.132,-0.99,0.10,-0.08,0.76,-0.09,-1.50,-0.54,-0.12,1.59,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.20,1.58,6.00,62.00
102.141,-0.99,0.10,-0.08,0.76,-0.09,-1.50,-0.54,-0.12,1.59,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.20,1.58,6.00,61.00
102.152,-0.99,0.12,-0.08,0.76,-0.09,-1.50,-0.54,-0.12,1.59,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.20,1.58,6.00,61.00
102.162,-0.99,0.12,-0.08,0.76,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.20,1.58,6.00,61.00
102.171,-0.99,0.12,-0.08,0.76,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.20,1.58,6.00,61.00
102.182,-0.99,0.12,-0.08,0.78,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.20,1.58,6.00,61.00
102.191,-0.99,0.12,-0.08,0.78,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.78,-0.10,1.43,-0.42,-0.20,1.58,6.00,63.00
102.201,-0.99,0.12,-0.08,0.78,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.80,-0.10,1.43,-0.42,-0.20,1.58,6.00,63.00
102.212,-0.99,0.12,-0.08,0.78,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.80,-0.10,1.43,-0.42,-0.20,1.58,6.00,63.00
102.221,-0.99,0.12,-0.08,0.78,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.80,-0.10,1.43,-0.42,-0.20,1.58,6.00,63.00
102.231,-0.99,0.12,-0.08,0.78,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.80,-0.10,1.43,-0.42,-0.20,1.58,6.00,63.00
102.245,-0.99,0.12,-0.08,0.78,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.80,-0.10,1.43,-0.42,-0.20,1.58,6.00,65.00
102.251,-0.99,0.12,-0.08,0.78,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.80,-0.10,1.43,-0.44,-0.20,1.60,6.00,64.00
102.262,-0.99,0.12,-0.08,0.78,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.80,-0.10,1.43,-0.44,-0.20,1.60,6.00,64.00
102.272,-0.99,0.12,-0.08,0.78,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.80,-0.10,1.43,-0.44,-0.20,1.60,6.00,63.00
102.281,-0.99,0.10,-0.05,0.78,-0.09,-1.50,-0.55,-0.12,1.60,-0.50,-0.58,-0.48,-1.80,-0.10,1.43,-0.44,-0.20,1.60,7.00,62.00
102.292,-0.99,0.10,-0.05,0.78,-0.09,-1.50,-0.55,-0.15,1.63,-0.50,-0.58,-0.48,-1.80,-0.10,1.43,-0.44,-0.20,1.60,7.00,62.00
102.302,-0.99,0.10,-0.05,0.82,-0.06,-1.44,-0.55,-0.15,1.63,-0.50,-0.58,-0.48,-1.80,-0.10,1.43,-0.44,-0.20,1.60,7.00,62.00
102.311,-0.99,0.10,-0.05,0.82,-0.06,-1.44,-0.55,-0.15,1.63,-0.50,-0.58,-0.48,-1.82,-0.12,1.48,-0.44,-0.20,1.60,7.00,62.00
102.322,-0.99,0.10,-0.05,0.82,-0.06,-1.44,-0.55,-0.15,1.63,-0.50,-0.58,-0.48,-1.82,-0.12,1.48,-0.44,-0.20,1.60,7.00,62.00
102.332,-0.99,0.10,-0.05,0.82,-0.06,-1.44,-0.55,-0.15,1.63,-0.45,-0.62,-0.41,-1.82,-0.12,1.48,-0.44,-0.20,1.60,7.00,62.00
102.341,-0.99,0.10,-0.05,0.82,-0.06,-1.44,-0.55,-0.15,1.63,-0.45,-0.62,-0.41,-1.82,-0.12,1.48,-0.44,-0.20,1.60,7.00,62.00
102.352,-0.99,0.10,-0.05,0.82,-0.06,-1.44,-0.55,-0.15,1.63,-0.45,-0.62,-0.41,-1.82,-0.12,1.48,-0.44,-0.20,1.60,7.00,62.00
102.363,-0.99,0.10,-0.05,0.82,-0.06,-1.44,-0.55,-0.15,1.63,-0.45,-0.62,-0.41,-1.82,-0.12,1.48,-0.46,-0.25,1.66,7.00,61.00
102.372,-1.03,0.12,0.02,0.82,-0.06,-1.44,-0.55,-0.15,1.63,-0.45,-0.62,-0.41,-1.82,-0.12,1.48,-0.46,-0.25,1.66,7.00,61.00
102.382,-1.03,0.12,0.02,0.82,-0.06,-1.44,-0.56,-0.22,1.69,-0.45,-0.62,-0.41,-1.82,-0.12,1.48,-0.46,-0.25,1.66,7.00,61.00
102.393,-1.03,0.12,0.02,0.82,-0.06,-1.44,-0.56,-0.22,1.69,-0.45,-0.62,-0.41,-1.82,-0.12,1.48,-0.46,-0.25,1.66,7.00,61.00
102.402,-1.03,0.12,0.02,0.82,-0.06,-1.44,-0.56,-0.22,1.69,-0.45,-0.62,-0.41,-1.82,-0.12,1.48,-0.46,-0.25,1.66,7.00,61.00
102.412,-1.03,0.12,0.02,0.82,-0.06,-1.44,-0.56,-0.22,1.69,-0.45,-0.62,-0.41,-1.82,-0.12,1.48,-0.46,-0.25,1.66,7.00,61.00
102.421,-1.03,0.12,0.02,0.82,-0.06,-1.44,-0.56,-0.22,1.69,-0.45,-0.62,-0.41,-1.82,-0.12,1.48,-0.46,-0.25,1.66,7.00,61.00
102.432,-1.03,0.12,0.02,0.82,-0.06,-1.44,-0.56,-0.22,1.69,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.46,-0.25,1.66,7.00,61.00
102.442,-1.03,0.12,0.02,0.82,-0.06,-1.44,-0.56,-0.22,1.69,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.46,-0.25,1.66,7.00,61.00
102.451,-1.03,0.12,0.02,0.86,-0.07,-1.46,-0.56,-0.22,1.69,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.46,-0.25,1.66,7.00,61.00
102.462,-1.03,0.12,0.02,0.86,-0.07,-1.46,-0.56,-0.22,1.69,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.46,-0.25,1.66,7.00,61.00
102.472,-1.03,0.12,0.02,0.86,-0.07,-1.46,-0.56,-0.22,1.69,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.51,-0.20,1.60,7.00,61.00
102.482,-1.03,0.12,0.02,0.86,-0.07,-1.46,-0.56,-0.22,1.69,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.51,-0.20,1.60,7.00,61.00
102.492,-1.03,0.12,0.02,0.86,-0.07,-1.46,-0.56,-0.22,1.69,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.51,-0.20,1.60,7.00,61.00
102.502,-1.03,0.15,-0.05,0.86,-0.07,-1.46,-0.56,-0.22,1.69,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.51,-0.20,1.60,7.00,61.00
102.512,-1.03,0.15,-0.05,0.86,-0.07,-1.46,-0.56,-0.22,1.69,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.51,-0.20,1.60,7.00,61.00
102.522,-1.03,0.15,-0.05,0.86,-0.07,-1.46,-0.62,-0.15,1.61,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.51,-0.20,1.60,7.00,61.00
102.532,-1.03,0.15,-0.05,0.83,-0.03,-1.45,-0.62,-0.15,1.61,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.51,-0.20,1.60,7.00,61.00
102.544,-1.03,0.15,-0.05,0.83,-0.03,-1.45,-0.62,-0.15,1.61,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.51,-0.20,1.60,7.00,61.00
102.552,-1.03,0.15,-0.05,0.83,-0.03,-1.45,-0.62,-0.15,1.61,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.51,-0.20,1.60,7.00,61.00
102.561,-1.03,0.15,-0.05,0.83,-0.03,-1.45,-0.62,-0.15,1.61,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.51,-0.20,1.60,7.00,62.00
102.572,-1.03,0.15,-0.05,0.83,-0.03,-1.45,-0.62,-0.15,1.61,-0.43,-0.61,-0.42,-1.82,-0.12,1.48,-0.51,-0.20,1.60,7.00,62.00
102.582,-1.03,0.15,-0.05,0.83,-0.03,-1.45,-0.62,-0.15,1.61,-0.42,-0.56,-0.44,-1.82,-0.12,1.48,-0.51,-0.20,1.60,7.00,62.00
102.591,-1.03,0.15,-0.05,0.83,-0.03,-1.45,-0.62,-0.15,1.61,-0.42,-0.56,-0.44,-1.82,-0.12,1.48,-0.45,-0.22,1.59,7.00,62.00
102.602,-1.03,0.15,-0.05,0.83,-0.03,-1.45,-0.62,-0.15,1.61,-0.42,-0.56,-0.44,-1.82,-0.12,1.48,-0.45,-0.22,1.59,7.00,62.00
102.612,-1.03,0.15,-0.05,0.83,-0.03,-1.45,-0.62,-0.15,1.61,-0.42,-0.56,-0.44,-1.82,-0.12,1.48,-0.45,-0.22,1.59,7.00,62.00
102.622,-1.03,0.15,-0.05,0.83,-0.03,-1.45,-0.62,-0.15,1.61,-0.42,-0.56,-0.44,-1.82,-0.12,1.48,-0.45,-0.22,1.59,7.00,62.00
102.632,-1.03,0.15,-0.05,0.83,-0.07,-1.46,-0.62,-0.15,1.61,-0.42,-0.56,-0.44,-1.82,-0.12,1.48,-0.45,-0.22,1.59,7.00,62.00
102.643,-1.02,0.10,-0.05,0.83,-0.07,-1.46,-0.62,-0.15,1.61,-0.42,-0.56,-0.44,-1.82,-0.12,1.48,-0.45,-0.22,1.59,7.00,62.00
102.652,-1.02,0.10,-0.05,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.42,-0.56,-0.44,-1.82,-0.12,1.48,-0.45,-0.22,1.59,7.00,62.00
102.662,-1.02,0.10,-0.05,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.42,-0.56,-0.44,-1.82,-0.12,1.48,-0.45,-0.22,1.59,7.00,61.00
102.673,-1.02,0.10,-0.05,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.42,-0.56,-0.44,-1.85,-0.11,1.45,-0.45,-0.22,1.59,7.00,61.00
102.682,-1.02,0.10,-0.05,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.44,-0.58,-0.43,-1.85,-0.11,1.45,-0.45,-0.22,1.59,7.00,61.00
102.692,-1.02,0.10,-0.05,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.44,-0.58,-0.43,-1.85,-0.11,1.45,-0.45,-0.22,1.59,7.00,61.00
102.703,-1.02,0.10,-0.05,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.44,-0.58,-0.43,-1.85,-0.11,1.45,-0.45,-0.22,1.59,7.00,61.00
102.713,-1.02,0.10,-0.05,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.44,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,61.00
102.722,-1.02,0.10,-0.05,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.44,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,61.00
102.733,-1.02,0.10,-0.05,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.44,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,61.00
102.742,-1.02,0.10,-0.05,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.44,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,61.00
102.753,-1.02,0.10,-0.05,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.44,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,61.00
102.762,-1.01,0.09,-0.06,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.44,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,61.00
102.772,-1.01,0.09,-0.06,0.83,-0.07,-1.46,-0.60,-0.13,1.62,-0.44,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,61.00
102.783,-1.01,0.09,-0.06,0.83,-0.07,-1.46,-0.60,-0.12,1.61,-0.45,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,61.00
102.792,-1.01,0.09,-0.06,0.83,-0.07,-1.46,-0.60,-0.12,1.61,-0.45,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,61.00
102.802,-1.01,0.09,-0.06,0.83,-0.07,-1.46,-0.60,-0.12,1.61,-0.45,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,62.00
102.813,-1.01,0.09,-0.06,0.83,-0.07,-1.46,-0.60,-0.12,1.61,-0.45,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,62.00
102.822,-1.01,0.09,-0.06,0.83,-0.07,-1.46,-0.60,-0.12,1.61,-0.45,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,62.00
102.833,-1.01,0.09,-0.06,0.83,-0.07,-1.46,-0.60,-0.12,1.61,-0.45,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,62.00
102.843,-1.01,0.09,-0.06,0.83,-0.07,-1.46,-0.60,-0.12,1.61,-0.45,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,62.00
102.852,-1.01,0.09,-0.06,0.83,-0.07,-1.46,-0.60,-0.12,1.61,-0.45,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,62.00
102.862,-1.01,0.09,-0.06,0.83,-0.07,-1.46,-0.60,-0.12,1.61,-0.45,-0.58,-0.43,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,62.00
102.873,-1.02,0.08,-0.05,0.83,-0.07,-1.46,-0.60,-0.12,1.61,-0.44,-0.56,-0.41,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,62.00
102.882,-1.02,0.08,-0.05,0.83,-0.07,-1.46,-0.60,-0.12,1.61,-0.44,-0.56,-0.41,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,62.00
102.893,-1.02,0.08,-0.05,0.83,-0.07,-1.46,-0.60,-0.12,1.61,-0.44,-0.56,-0.41,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,63.00
102.903,-1.02,0.08,-0.05,0.83,-0.07,-1.46,-0.60,-0.14,1.64,-0.44,-0.56,-0.41,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,62.00
102.912,-1.02,0.08,-0.05,0.83,-0.07,-1.46,-0.60,-0.14,1.64,-0.44,-0.56,-0.41,-1.85,-0.11,1.45,-0.46,-0.19,1.57,7.00,62.00
